"Equate Beauty Sensitive Skin Body Wash, Value Size, 34 fl oz",$4.87,4.4,180 ratings,"Equate Beauty Sensitive Skin Body Wash gently cleanses your sensitive skin while aiding you in the fight against the discomfort of washing with harsh chemicals. This luxurious body wash features a pleasant fresh scent and turns into a rich and creamy lather as you work it together. Just use its convenient pump-top to put the desired amount of wash onto a wet washcloth, sponge, net pouf, or your hand and treat yourself to a refreshing, spa-like experience. The body wash is formulated especially for those who experience pain or irritation on the skin when using average cleansers and its paraben-free, hypoallergenic qualities help to keep it light for sensitive skin. With regular shower use, this essential wash works to keep your skin soft, smooth, and most importantly, irritation free. Its value-size 34-fluid ounce container is large enough for extended daily use. Help your skin feel its best with Equate Beauty Sensitive Skin Body Wash. Equate Beauty understands that beauty isn't just skin deep. With a large selection of the latest beauty products Equate Beauty helps you be your best you. Equate Beauty Sensitive Skin Body Wash, Value Size, 34 fl oz: Formulated to be gentle enough for sensitive skin Hypoallergenic Paraben free Easy to use pump design makes it easy to dispense the desired amount of wash 34 fl oz value size offers plenty of wash for extended daily use"
"Carefree Acti-Fresh Daily Liners, Regular, Fresh Scent, 54 Ct",$2.78,4.5,13318 ratings,"Carefree Acti-Fresh Body Shape Panty Liners are designed to deliver daily protection that comfortably stays in place so you don't have to. These thin liners feature a quilted design that minimizes bunching and twisting and a Qwik-Dry core that wicks away moisture to keep you feeling clean. Use Carefree Acti-Fresh liners as a part of your everyday feminine hygiene routine to protect against light leaks, unexpected periods and everything in between. Carefree Acti-Fresh Daily Liners, Regular, Fresh Scent, 54 Ct: FLEXIBLE PROTECTION - These pantiliners for women feature a quilted design to minimize bunching and twisting for flexible protection that adjusts to your unique body ABSORBENT CORE - The Qwik-Dry core locks in fluids faster and keeps you fresher than before NEUTRALIZES ODORS - Our 8-hour odor control system provides long-lasting freshness to give you that extra boost of confidence when you need it COMFORTABLE FEEL - Soft, quilted honeycomb design for comfortable protection that molds to your body IDEAL FOR DAILY USE - Leaks happen when you least expect it, stay protected from life's little surprises by incorporating these thin sanitary liners into your daily morning hygiene routine or keeping a folded to-go liner in your purse"
"(2 pack) Equate Sensitive Skin Body Wash, 2X 22 fl oz",$5.97,4.6,356 ratings,"Equate Beauty Sensitive Skin Body Wash gently cleanses your sensitive skin while aiding you in the fight against the discomfort of washing with harsh chemicals. This luxurious body wash turns into a rich and creamy lather as you work it together. Simply squeeze the bottle to put the desired amount of wash onto a wet washcloth, sponge, net pouf, or your hand and treat yourself to a refreshing, spa-like experience. The body wash is formulated especially for those who experience pain or irritation on the skin when using average cleansers and its paraben and sulfate-free qualities help to keep it light for sensitive skin. With regular shower use, this essential wash works to keep your skin soft, smooth, and most importantly, irritation free. Help your skin feel its best with Equate Beauty Sensitive Skin Body Wash. Equate Beauty understands that beauty isn't just skin deep. With a large selection of the latest beauty products Equate Beauty helps you be your best you.  Equate Beauty Sensitive Skin 44fo Bw"
"Assurance Premium XL Disposable Washcloths, 144 Ct",$6.97,4.8,2120 ratings,"Stay fresh and clean whether you are on a long road trip or running late at home with Assurance Premium Extra-Large Disposable Washcloths. They are enhanced with softness and strength with the utility of facial tissue. The pre-moistened wipes are very helpful for promoting convenient personal hygiene no matter where you are. Assurance disposable washcloths provide all the cleaning power that you would expect in a shower, except you don't need water, and they can be tossed in the trash when you are done using them. Strong and treated with lotion for a gentle cleansing experience, they are generously sized for full personal cleaning. These handy accessories even have vitamin E, aloe, and chamomile for added benefits to the skin after use. The disposable washcloths for adults have a convenient press-open lid for ease of use. They are a solid option for on-the-go sanitary wipes or outdoor adventures when bathing is not feasible. They come in a variety of sizes, including XL with a 144-count, so there are plenty for multiple days. Be assured of freshness and cleanliness wherever life goes with these Assurance Premium Extra-Large Disposable Washcloths. Assurance Premium XL Disposable Washcloths, 144 Ct: Stay fresh and clean whether at home or on the go Assurance disposable washcloths are enhanced for softness, strength, and a washcloth-like texture Provides all the cleaning power of traditional soaped hand towels and is also disposable Generously sized for full personal cleaning Value pack Clinically tested to be mild and gentle Natural botanicals Easy press-open lid Now with vitamin E, aloe, and chamomile Single hand dispensing Available in 96-count and 144-count options"
"Equate Body Curve Incontinence Pads for Women, Moderate, Regular, 54 Count",$8.97,4.5,464 ratings,"Go about your day with confidence when you wear Equate Women's Incontinence Pads (54-count). They feature a unique shape and are designed for comfort. They offer higher absorbency than regular designs and help prevent leaks and bunching. These bladder protection pads have a triple-layer core with a front target zone that quickly locks up moisture for dryness and protection. The soft, protective gathers adjust to your body's curves to provide added protection and help reduce leaks. Get discreet protection with Equate Women's Incontinence Pads. Making the right health decisions can be challenging. With a complete range of products and simple solutions, Equate allows you to take care of your family with confidence.   Equate Body Curve Moderate Absorbency Incontinence Pads, 54 Count: Discreet, trusted bladder protection Contoured pads for an improved fit Prevents leaks and bunching Provides higher absorbency than regular designs Individually wrapped moderate absorbency pads for incontinence 54-count pack Regular length Discreet odor protection Triple-layer core with front target zone quickly locks up moisture for dryness and protection Comfortably fits your body curves while providing higher absorbency than regular bladder protection pads Soft, protective gathers adjust to your body's curves for added protection and to help reduce leaks"
"Revlon Colorsilk Beautiful Color, Permanent Hair Dye with Keratin, 100% Gray Coverage, Ammonia Free, 33 Dark Soft Brown",$2.68,4.5,3705 ratings,"Our Revlon 3D Color Gel Technology delivers natural color with dimension — plus UV Defense, which helps your shade stay glossy and true. Achieve natural-looking, multitonal hair color Revlon Colorsilk Beautiful Color Permanent Hair Color gives 100% gray coverage- that’s our promise. This specially blended, permanent hair color formula includes our Revlon 3D Color Gel Technology, which deposits rich, dimensional color that looks natural and lasts. UV Defense helps shield hair color against fading, keeping your shade bright and true Our formula, with nourishing silk proteins, leaves your hair in better condition than before your colored. Ammonia free- and now with keratin added to the formula Available in 41 shades"
"Equate Beauty Total Moisturizing Body Wash Value Size, 33.8 fl oz",$4.87,4.6,196 ratings,"Let skin be hydrated and feel luscious while washing with the Equate Total Moisturizing Body Wash. It allows for a soothing shower or bath experience that helps skin health during cleansing. It's very easy to use, just squeeze the desired amount of body wash onto a wet washcloth, sponge, net pouf or hand and apply to your body. Using a circular motion, work it into a rich, creamy lather and then rinse it off. The Equate Moisturizing Body Wash softens skin as it is applied, creating a relaxing experience that strips away sweat, dirt and grime while leaving you feeling silky and smooth. The clean design comes complete with an easy pump top cap for dispensing the body wash, and the size keeps one stocked up to have plenty on hand. The Equate body wash is paraben-free and is created responsibly at a LEED-certified facility, so one can rest assured that it is produced with strict quality guidelines and is backed by a quality guarantee. It comes in a 33.8 fl oz. bottle that will help with continued beauty and radiant skin for months to come. Wash and feel amazing with the Equate Total Moisturizing Body Wash. Equate Beauty Total Moisturizing Body Wash Value Size, 33.8 fl oz: Long-lasting moisture Equate Moisturizing Body Wash has Shea butter Value size 33.8 fl oz Easy pump top Paraben-free Created responsibly at a LEED-certified facility Softens skin Easy to use; squeeze onto a wet washcloth, sponge, net pouf or hand and apply  For external use only"""
"T.N. Dickinson's Witch Hazel Astringent for Face and Body, 100% Natural, 16 Fl. Oz.",$3.64,4.7,715 ratings,"""T.N. Dickinson's Witch Hazel Astringent is made with 100% natural witch hazel. It effectively cleanses, soothes, and treats everyday varieties of skin irritations, all without overdrying or the build-up of irritating residues left behind. Gentle enough for daily use on both face and body to relieve blemishes, skin conditions and more, it contains zero artificial dyes or fragrances. This order includes one, 16 fl. oz. bottle. Established in 1997, Dickinson Brands brought together two heritage hallmarks of Dickinson's and T.N. Dickinson's, which have been providing effective skincare solutions for more than 150 years prior. At T.N. Dickinson's, we remain committed to providing you with the highest-quality products, ones that leave your skin feeling healthy and hydrated (and without harsh or confusing ingredients). A pure clean for a pure, beautiful you: with the natural healing properties of witch hazel on your side, that is the genuine promise of Dickinson's.""Dickinson's cleansing astringent comes in a convenient 16 fl oz bottle.   T.N. Dickinson's Face & Body Witch Hazel Astringent, 16 fl oz: A gentle, yet effective witch hazel astringent for relieving various skin irritations Made from 100% witch hazel natural astringent for face and body Contains zero dyes or artificial fragrances Uses: temporarily relieves minor skin irritations due to minor cuts, minor scrapes, insect bites No artificial fragrances or dyes Dermatologist tested and ideal for daily use Each order includes a single, 16 fl. oz. bottle"
"Pantene Shampoo Conditioner Set, Daily Moisture Renewal, 12-12.6 oz",$5.92,4.5,714 ratings,"Pantene Pro-V Daily Moisture Renewal Shampoo puts in more than it takes out with every wash. With a potent blend of Pro-V nutrients, Daily Moisture Renewal Shampoo gently cleanses your hair with a nutrient-rich lather that wraps every strand with strength. The Pro-V formula delivers 2X moisture,* so you're left with intensely hydrated, strong and beautiful hair.  Renew your hair with Pantene Pro-V Daily Moisture Renewal Conditioner. Featuring a potent blend of Pro-V nutrients, this luxurious cream helps to visibly replenish dry, lifeless hair from root to tip. Micro-moisturizers work to wrap every strand with lasting hydration, leaving your hair with 2X more moisture.* The result? Beautifully soft, manageable strands.  *when used as a system with Daily Moisture Renewal Conditioner based on moisturized feel vs. non-conditioning shampoo. Pantene Pro-V Daily Moisture Renewal Shampoo and Conditioner Bundle: You will receive one 12.6 fluid ounce bottle of Shampoo and one 12 fluid ounce bottle of Conditioner Daily Moisture Renewal Shampoo and Conditioner nourish hair with a potent blend of Pro-V nutrients and antioxidants so hair is strong against damage Shampoo gently cleanses hair with a nutrient-rich lather that wraps every strand for effortless detangling Powerful Pro-V formula deeply hydrates and nourishes hair"
"Dr Teal's Pure Epsom Salt Therapeutic Soak, 6 lbs.",$4.97,4.8,626 ratings,"Find the relief you need using the Dr Teal's Pure Epsom Salt Therapeutic Soak. It's made of natural, pharmacy-grade magnesium sulfate. This Dr Teal's Epsom Salt Therapeutic Soak is ideal for adding to a bath to help you unwind and relax. Its ultra-fine crystals dissolve quickly in water. This product will help reduce swelling from minor sprains and bruises. It also eases aches and pains from muscle soreness. This Epsom salt comes in a convenient, resealable 6 lb bag. It can also be used as a warm compress. Dr Teal's Pure Epsom Salt Therapeutic Soak, 6 lb: Soothes sore muscles and tired feet fast Fast dissolving, ultra-fine crystals Made of natural, pharmacy-grade magnesium sulfate USP Dr Teal's Therapeutic Soak helps reduce swelling from minor sprains and bruises Epsom salt is ideal to use after a long day of work"
"Equate easyflex total power battery toothbrush, includes 2 replacement heads",$8.87,4.2,256 ratings,"The Equate EasyFlex Total Power Toothbrush is sure to simplify your oral hygiene routine! This automatic, Total Power Toothbrush goes deep into hard-to-reach areas with its multi-level, convenient, Replace-Me bristle design. It is powered by two AA batteries, which come included. This order also includes two toothbrush replacement heads. Making the right health decisions can be challenging. With a complete range of products and simple solutions, Equate allows you to take care of your family's needs with confidence. Equate easyflex total power battery toothbrush, includes 2 replacement heads: Automatic toothbrush cleans hard-to-reach areas and wipes away years of debris, plaque, and more Also compatible with other Equate Total Power accessories Powered by two AA batteries, which come included Features multi-level Replace-Me bristles which indicate times for optimal replacement Also includes two replacement toothbrush heads Compatible with Equate Total Power accessories and designed for truly gentle, complete cleaning Ideal as part of a mindful oral hygiene routine"
"Suave Professionals Ultra Sleek and Smooth Shampoo and Conditioner with Silk Protein and Vitamin E for Hair for Frizz Control 28 oz, 2 Count",$4.98,4.7,312 ratings,"Suave Professionals Sleek and Smooth shampoo and conditioner set is a game changer for dry, frizzy hair. Enriched with silk protein and vitamin E complex, this anti frizz shampoo and conditioner set brilliantly revives damaged hair without weighing it down, providing a salon-healthy look and enviable shine. Silk peptides moisturize and nourish each strand of hair and form a protective shield around the scalp, helping rejuvenate damaged locks and keeping them shiny. Vitamin E for hair ensures that hair follicles remain perfectly healthy, helping boost hair growth. Our shampoo and conditioner make hair strong enough to retain the moisture it needs to remain lustrous and soft. The anti frizz formula allows hair styles to last longer without being affected by humidity, delivering frizz control for up to 48 hours. Sleek and Smooth is salon-proven to work as well as professional hair care products, so you can achieve a variety of beautiful hairstyles while caring for your hair.How to use: apply Sleek and Smooth shampoo to wet hair, massaging into hair and scalp. Rinse thoroughly. Apply Sleek and Smooth conditioner to hair, leave on for 1-3 minutes, and rinse thoroughly. For easy styling, use with Suave's Sleek Anti Frizz Smooth and Shine Cream for all-day frizz control, shine, and tamed flyaways. Suave Professionals Shampoo and Conditioner Ultra Sleek and Smooth 28 oz 2 Count SLEEK AND SMOOTH HAIR CARE: Suave Professionals Ultra-Sleek and Smooth Shampoo and Conditioner for frizzy hair softens and improves hair’s overall texture ANTI FRIZZ HAIR PRODUCTS: Together, this hair shampoo and conditioner smooths as well as Matrix Total Results Mega Sleek *Registered trademarks of L'Oreal USA Creative, Inc and L'Oreal SA respectively SALON QUALITY CLARIFYING SHAMPOO AND CONDITIONER: With silk protein and vitamin E for hair, this silky shampoo and conditioner transform dry and frizzy strands into healthy-looking and salon-smooth style 48-HR FRIZZ CONTROL HAIR PRODUCTS: This smoothing shampoo and conditioner helps deliver frizz control for up to 48 hours SHINE SHAMPOO AND CONDITIONER FOR DRY HAIR: This silky shampoo and conditioner for dry, frizzy hair delivers frizz control that smooths flyaways and enhances shine ENRICHED WITH SILK PROTEIN: Silk peptides help treat dryness by penetrating into the hair bulb and nourishing it from the roots up, while vitamin E for hair leaves it looking healthy and shiny"
"Colgate Cavity Protection Toothpaste with Fluoride, Great Regular Flavor, 6 Oz, 3 Ct",$3.96,4.7,1128 ratings,"Colgate Cavity Protection Toothpaste with Fluoride provides trusted cavity protection for the entire family. Formulated with active fluoride, this toothpaste is clinically proven to help strengthen teeth and leave your mouth feeling fresh and clean. This Colgate toothpaste is ADA (American Dental Association) accepted. It has been trusted by dentists and parents globally for over 45 years. Colgate Cavity Protection Toothpaste with Fluoride, Great Regular Flavor, 6 Oz Fluoride toothpaste fights and protects against cavities for healthier teeth Clinically proven to strengthen teeth enamel and cleans teeth thoroughly Anticavity toothpaste with a great mint taste leaves mouth feeling fresh and clean; the mint ingredient is sourced from American mint farmers American Dental Association (ADA) accepted and trusted by dentists for over 45 years Gluten free toothpaste formula"
